session_id,target
1,3.736278047647994e-05
2,3.502043975180607e-08
3,6.087483699504212e-08
4,5.8673407418624395e-09
5,1.3602370390406349e-05
6,1.5008178300875233e-05
7,0.0032824242521787583
8,0.0009681127555782196
9,9.017487526236627e-06
10,0.00041003940080271313
11,7.3251781070435e-05
12,2.4594673819616514e-06
13,1.4591155824329781e-05
14,0.020340940956608395
15,0.00021923175787932875
16,9.1827868871414e-05
17,0.001140276040442301
18,1.1463250449379413e-06
19,0.0008519703900233211
20,2.1203141299044324e-07
21,0.042378143086720395
22,3.0526692724825694e-08
23,7.802706588797586e-05
24,4.167812937575667e-05
25,0.002985407632632802
26,7.271973878891011e-08
27,2.1792478772068192e-05
28,1.3145910038600299e-08
29,0.011010300282833946
30,0.00014421827460047538
31,0.021147316139826806
32,0.01813087006306196
33,2.6270384890450783e-05
34,7.50259759787932e-07
35,0.011785793377316858
36,0.0011317522550534506
37,6.083282010632319e-10
38,4.532729283840606e-08
39,0.00014421827460047538
40,8.532153879053529e-07
41,0.0006471524122700699
42,0.00037502377111980195
43,1.4334549309251804e-05
44,3.091557492347829e-06
45,0.3078897094703026
46,1.3774211838580993e-05
47,0.00011248581974449798
48,3.825023569710693e-06
49,2.9388726544842135e-05
50,3.2103474080518364e-07
51,8.511920987717432e-09
52,9.66709887335369e-06
53,0.05603513879189984
54,0.00012570310824525424
55,2.8511439857984527e-05
56,9.000203530572722e-05
57,7.757109413333201e-08
58,4.154414213954435e-06
59,9.098551718809009e-07
60,1.7807588748019685e-07
61,4.071769165444714e-07
62,0.00025343065341973945
63,8.40820884118314e-07
64,8.74888201473554e-05
65,9.56939065673677e-07
66,4.417002435129118e-07
67,5.39468356187594e-05
68,6.2314993816484e-05
69,0.1133871234361517
70,1.1738367323697016e-05
71,0.00013402341080633048
72,5.952508143615915e-05
73,0.0003612360481712148
74,2.2912569881711894e-06
75,7.151343458521566e-05
76,0.0002452807636102354
77,0.0009981421367423742
78,0.00297125420156373
79,2.035763102162036e-05
80,1.0846487347049053e-05
81,2.899666137259238e-06
82,2.108555949144787e-05
83,7.45231842124362e-10
84,0.9243363512597785
85,1.9404884572394892e-05
86,3.854838946274935e-07
87,0.004302243442898622
88,0.00020632228975297557
89,0.0024910386936037904
90,0.09787255895849299
91,7.359937417546998e-06
92,1.1476109384121352e-07
93,0.02755975692469793
94,1.9926757848159534e-05
95,0.0014821535250703229
96,1.2089527090026285e-07
97,0.00011236971823540386
98,7.2932967422168205e-06
99,1.6186160088591719e-06
100,0.000501155324098201
101,3.698157623545709e-05
102,0.0014466935874421498
103,3.6910844322687304e-05
104,5.808546077985459e-05
105,7.875684045577773e-06
106,6.805782801402417e-06
107,0.00015707633123983732
108,1.030690186164747e-05
109,1.4509224023351382e-06
110,4.409052838617012e-06
111,0.0002844291258442096
112,9.631664305351478e-09
113,0.0005020731891038108
114,3.2311739856854374e-07
115,1.303314986861641e-06
116,3.581230529479761e-07
117,6.132788518744476e-05
118,0.0005747668813815369
119,1.8138088778837745e-06
120,0.00026992355498484116
121,1.5627298790895576e-06
122,2.204594849836256e-06
123,8.872279973837102e-06
124,9.205853561313353e-06
125,0.006705008818836144
126,1.772178825137581e-07
127,2.8055316200990678e-08
128,1.4339749879294569e-05
129,0.0022034396814402005
130,0.00489007223783789
131,0.0009611518365238675
132,0.0032824242521787583
133,0.0018802889087122321
134,3.955860743167314e-06
135,8.383446389739683e-08
136,8.793575643691832e-05
137,3.7148449100521444e-05
138,0.0014895372304577557
139,5.50016979112605e-07
140,6.835620308813792e-05
141,8.216814824232142e-09
142,4.037415046313813e-05
143,1.853497102769455e-05
144,0.007718488656325627
145,3.502043975180607e-08
146,0.0002448348749171792
147,4.860074983737024e-05
148,0.001606591562257202
149,0.003196151095921401
150,0.012269718176258385
151,9.219648851523219e-08
152,0.002847809136146676
153,0.00011853710773508974
154,4.2712074806694124e-05
155,7.576309011225721e-05
156,1.9477818239028876e-06
157,3.0490682254521555e-06
158,8.793575643691832e-05
159,2.0994059590723397e-05
160,2.204594849836256e-06
161,0.0012356780461856844
162,0.00020742263131232302
163,0.00015495234197430676
164,0.0037679555931869717
165,2.756720422670607e-07
166,9.891800193076109e-07
167,0.008725055570484969
168,0.003196191710352108
169,0.0012204388175661154
170,0.0012421453288783688
171,0.0025133962751857273
172,3.927786668866232e-05
173,0.00012469935037239896
174,4.3452444258241065e-05
175,0.5036652358982663
176,0.001649116698046365
177,0.005097337109995044
178,5.726983372106606e-07
179,3.1691602658531374e-05
180,0.00044966708771015235
181,1.4425866021733555e-05
182,0.0009009358046429832
183,7.251224135636719e-06
184,1.9745080740192965e-05
185,9.659372305672e-06
186,5.5803445244085024e-05
187,1.426511006196673e-08
188,1.5119360283349951e-07
189,0.003716010825530623
190,1.9925718514643616e-05
191,2.0304341435730957e-05
