session_id,target
1,0.0014479982464360185
2,1.9513590618624604e-08
3,4.837032669855068e-08
4,1.1311092548732457e-07
5,1.0386975741010788e-05
6,0.0005140440160048865
7,0.0016289862195091214
8,0.0003210744684367087
9,0.00026520684836769986
10,0.010905375650828246
11,4.059772011716612e-05
12,7.349077259040546e-05
13,0.0004183633634398252
14,0.40846424275578147
15,4.776109949786533e-05
16,0.0026293639867876403
17,0.000786595156120659
18,3.258168721969166e-05
19,0.00046616160893928743
20,5.556098968942703e-07
21,0.046078825306426895
22,2.2720966857271743e-07
23,3.3124189688730614e-05
24,0.00048415723210486596
25,0.002635598146024267
26,3.414736414652875e-08
27,0.0007032050293909701
28,3.085608641985351e-07
29,0.007685245877301812
30,9.457734061228999e-05
31,0.01398084579672928
32,0.009266057914857174
33,0.0007353951839160551
34,3.1830884952867133e-07
35,0.009268437445664161
36,0.00029709991989799957
37,3.330658708877159e-08
38,4.170549269492103e-08
39,9.457734061228999e-05
40,2.4199523570363842e-05
41,0.0003464902708840874
42,0.007084140950026019
43,5.252399355309091e-06
44,2.4146345101268527e-06
45,0.3542584595181773
46,7.50824839375099e-06
47,0.006514845609020215
48,0.0002078898363195075
49,1.7599450423310522e-05
50,1.2823366603946504e-05
51,2.596212537179564e-07
52,3.955704247635321e-06
53,0.04262550813110724
54,6.007003808802073e-05
55,2.9641135443568785e-05
56,0.0014303562144322385
57,2.4852467492395384e-06
58,6.111119422193024e-05
59,7.637837767028862e-06
60,7.155908772728532e-06
61,1.5901310364014134e-05
62,0.006008589985959701
63,2.825881476053473e-05
64,9.701890545179014e-05
65,6.232942145899235e-06
66,4.908458030797323e-07
67,0.0009109579026343318
68,3.252695058606459e-05
69,0.08666903995964974
70,0.0003430901132594302
71,7.850260756282424e-05
72,7.637837767028862e-06
73,0.003807303738891023
74,1.9513590618624604e-08
75,3.058584803699084e-05
76,8.622891100428258e-05
77,0.00040386445352768284
78,0.001267493904771541
79,1.3106703279775666e-05
80,0.0004155842969705004
81,2.2633643513223877e-05
82,0.00010928373162389956
83,3.428112519589913e-08
84,0.8877091579792312
85,7.53956528472877e-06
86,9.463897945373955e-07
87,0.002128316079654813
88,0.00019171731291607317
89,0.0006524223198958797
90,0.034889535431834755
91,0.00020962253979294149
92,3.2241367542939724e-06
93,0.012233559733121598
94,0.0003027339423903234
95,0.01720616331423306
96,1.2773049376308622e-07
97,9.779049349583103e-05
98,0.000120073493716452
99,4.67105484710629e-05
100,0.00023426176062967278
101,0.0016834218574684461
102,0.021739625030974447
103,0.0017347369913114816
104,0.0017039488471588583
105,7.183133875260041e-06
106,0.00015982452493327332
107,0.0009798350508570437
108,7.328399444751245e-06
109,4.0965121185225807e-05
110,8.795450104846985e-05
111,0.00013151722774065136
112,2.4500386018931537e-07
113,0.015895991596205677
114,8.597840842176374e-06
115,8.167306119276075e-05
116,1.0069018699306809e-05
117,0.0010882564359570351
118,0.00020542205854769184
119,6.418484287774702e-05
120,0.00016537692462791613
121,4.489915855624261e-05
122,9.457734061228999e-05
123,0.00022226178240915788
124,3.618944325719869e-06
125,0.004306143043205044
126,8.377262905879406e-07
127,2.1341617213944138e-08
128,0.0007906630223063594
129,0.000816479704334733
130,0.0025264912520251755
131,0.053023819478401735
132,0.0016289862195091214
133,0.0013764079511950028
134,1.6529884079933688e-06
135,2.8943986396229313e-06
136,9.853155656051642e-05
137,0.0005298941448782972
138,0.000896886079040797
139,2.320922561695041e-06
140,0.002139442772313236
141,1.1269282052553136e-08
142,0.0007205950330299115
143,0.0005809771356249664
144,0.0020520423764473147
145,1.9513590618624604e-08
146,0.005296983632143885
147,0.0007732966963841499
148,0.0009910996197062746
149,0.0009333472401904832
150,0.00827496464630223
151,2.766050570516385e-06
152,0.0021575224288542393
153,0.0032651388245375163
154,0.0023587265118842383
155,2.4197459236124493e-05
156,8.319815394454054e-05
157,0.00013939553748741143
158,9.853155656051642e-05
159,1.7874720480657159e-06
160,9.457734061228999e-05
161,0.0006191223392688323
162,0.00010621055609312795
163,8.465765769208935e-05
164,0.0014230129011072578
165,4.4852457056653677e-07
166,3.333110513987359e-05
167,0.0033811411225932743
